video_title,video_tags,video_music_info,video_publish_date,video_duration,video_advertising_information,video_earliest_date_recorded,video_views_yesterday,video_views_per_day_yesterday,item_sold_yesterday,item_sold_per_day_yesterday,video_revenue_yesterday,video_revenue_per_day_yesterday,video_new_followers_yesterday,video_new_followers_per_day_yesterday,video_ad_view_ratio_yesterday,video_ad_revenue_ratio_yesterday,video_ad_spend_yesterday,video_ad_roas_yesterday,video_views_last_7_days,video_views_per_day_last_7_days,item_sold_last_7_days,item_sold_per_day_last_7_days,video_revenue_last_7_days,video_revenue_per_day_last_7_days,video_new_followers_last_7_days,video_new_followers_per_day_last_7_days,video_ad_view_ratio_last_7_days,video_ad_revenue_ratio_last_7_days,video_ad_spend_last_7_days,video_ad_roas_last_7_days,video_views_last_30_days,video_views_per_day_last_30_days,item_sold_last_30_days,item_sold_per_day_last_30_days,video_revenue_last_30_days,video_revenue_per_day_last_30_days,video_new_followers_last_30_days,video_new_followers_per_day_last_30_days,video_ad_view_ratio_last_30_days,video_ad_revenue_ratio_last_30_days,video_ad_spend_last_30_days,video_ad_roas_last_30_days,video_views_last_90_days,video_views_per_day_last_90_days,item_sold_last_90_days,item_sold_per_day_last_90_days,video_revenue_last_90_days,video_revenue_per_day_last_90_days,video_new_followers_last_90_days,video_new_followers_per_day_last_90_days,video_ad_view_ratio_last_90_days,video_ad_revenue_ratio_last_90_days,video_ad_spend_last_90_days,video_ad_roas_last_90_days,video_views_last_180_days,video_views_per_day_last_180_days,item_sold_last_180_days,item_sold_per_day_last_180_days,video_revenue_last_180_days,video_revenue_per_day_last_180_days,video_new_followers_last_180_days,video_new_followers_per_day_last_180_days,video_ad_view_ratio_last_180_days,video_ad_revenue_ratio_last_180_days,video_ad_spend_last_180_days,video_ad_roas_last_180_days
My bed is a queen and i got the 3 inch topper! Its sooooo comfortable im going to buy another one for our trailer,#bedding #bedroom #foryou #home #mattress #sleep,original sound - motherhustler187,"Jul 13, 2024",52s,No record of Advertising placement was found,07/13/2024,33.14k,33.14k Per Day,40,40 Per Day,$1.80k,$1.80k Per Day,18,18 Per Day,0%,0%,$0.00,0,271.82k,38.83k Per Day,308,44 Per Day,$14.50k,$2.07k Per Day,227,32.43 Per Day,0%,0%,$0.00,0,1.4m,46.72k Per Day,1.98k,66.13 Per Day,$89.07k,$2.97k Per Day,1.15k,38.43 Per Day,0%,0%,$0.00,0,1.8m,19.98k Per Day,2.07k,23 Per Day,$93.14k,$1.03k Per Day,2.14k,23.76 Per Day,0%,0%,$0.00,0,1.8m,9.99k Per Day,2.07k,11.5 Per Day,$93.14k,$517.44 Per Day,2.14k,11.88 Per Day,0%,0%,$0.00,0
As someone dating an older man it’s important to know this stuff,N/A,"Aug 10, 2024",N/A,N/A,N/A,08/10/2024,968.79k,32.29k Per Day,989,32.97 Per Day,$89.00k,$2.97k Per Day,5.03k,167.53 Per Day,25.49%,21.84%,$4.73k,4.11,150.74k,21.53k Per Day,151,21.57 Per Day,$13.59k,$1.94k Per Day,217,31 Per Day,>90%,>90%,$2.64k,4.81,968.79k,32.29k Per Day,989,32.97 Per Day,$89.00k,$2.97k Per Day,5.03k,167.53 Per Day,25.49%,21.84%,$4.73k,4.11,968.79k,10.76k Per Day,989,10.99 Per Day,$89.00k,$988.89 Per Day,5.03k,55.84 Per Day,25.49%,21.84%,$4.73k,4.11,968.79k,5.38k Per Day,989,5.49 Per Day,$89.00k,$494.45 Per Day,5.03k,27.92 Per Day,25.49%,21.84%,$4.73k,4.11
Yall wont believe what came out of me!,#15daygutcleanse #gutcleanse #tiktokmademebuyit,Sunrise,"Mar 2, 2024",44s,152 Days (2024-03-26 - 2024-09-04),05/23/2024,2.89k,2.89k Per Day,8,8 Per Day,$140.00,$140.00 Per Day,3,3 Per Day,>90%,>90%,$54.89,2.55,603.15k,86.16k Per Day,1.23k,175.43 Per Day,$21.49k,$3.07k Per Day,174,24.86 Per Day,>90%,>90%,$11.84k,1.82,2.02m,67.49k Per Day,5.08k,169.47 Per Day,$88.97k,$2.97k Per Day,645,21.5 Per Day,>90%,>90%,$37.90k,2.35,2.69m,29.89k Per Day,7.15k,79.47 Per Day,$121.86k,$1.35k Per Day,1.15k,12.77 Per Day,>90%,>90%,$50.61k,2.41,4.04m,22.45k Per Day,9.84k,54.66 Per Day,$171.50k,$952.76 Per Day,6.01k,33.4 Per Day,>90%,>90%,$83.46k,2.05
Give me all the leggings & sweatshirts 😍,#dealsforyoudays #leggings #leggingseason #momtok #musthaves #sahm #snatched #tummycontrol,original sound - jordanmcmc,"Jul 9, 2024",37s,29 Days (2024-08-07 - 2024-09-04),08/06/2024,25.68k,25.68k Per Day,80,80 Per Day,$1.84k,$1.84k Per Day,6,6 Per Day,>90%,>90%,$1.02k,1.8,256.33k,36.62k Per Day,659,94.14 Per Day,$14.84k,$2.12k Per Day,80,11.43 Per Day,>90%,>90%,$6.17k,2.41,1.83m,61.11k Per Day,4.06k,135.3 Per Day,$88.89k,$2.96k Per Day,767,25.57 Per Day,>90%,>90%,$41.08k,2.16,1.83m,20.37k Per Day,4.06k,45.1 Per Day,$88.89k,$987.72 Per Day,767,8.52 Per Day,>90%,>90%,$41.08k,2.16,1.83m,10.19k Per Day,4.06k,22.55 Per Day,$88.89k,$493.86 Per Day,767,4.26 Per Day,>90%,>90%,$41.08k,2.16
PUT THE HONEY PACKS DOWN!!!!,#ashwagandha #erectiledysfunction? #immuneboost #menshealthtips #seamossbenefits #shilajit,original sound - whitneychanell,"Jan 17, 2024",1m 16s,55 Days (2024-03-03 - 2024-09-04),01/17/2024,14.25k,14.25k Per Day,42,42 Per Day,$2.31k,$2.31k Per Day,1,1 Per Day,>90%,>90%,$179.10,12.9,119.47k,17.07k Per Day,366,52.29 Per Day,$20.13k,$2.88k Per Day,58,8.29 Per Day,89.68%,88.25%,$1.89k,9.42,566.08k,18.87k Per Day,1.61k,53.67 Per Day,$88.89k,$2.96k Per Day,374,12.47 Per Day,>90%,>90%,$10.71k,7.89,910.64k,10.12k Per Day,2.67k,29.62 Per Day,$147.85k,$1.64k Per Day,775,8.61 Per Day,85.57%,84.16%,$15.32k,8.12,1.2m,6.64k Per Day,3.58k,19.9 Per Day,$199.29k,$1.11k Per Day,1.36k,7.53 Per Day,71.68%,70.58%,$17.10k,8.23
No more gatekeeping! Benefits of castor oil: ⁃Prevents and reduces wrinkles ⁃Reduce appearance of under eye circles Benefits of frankincense: ⁃Rejuvenating ⁃Reduces wrinkles and fine lines ⁃Naturally anti nflammatory ⁃Described as liquid gold for your skin BTW there are more benefits to BOTH but these are just listed as it pertains to your under eye area.,#antiaging #antiinflammatory #antiwrinkle #castoroil #castoroilbenefits #essentialoil #frankincense #greenscreen #naturalbeauty #nontoxic #organic #repost #skincare #tiktokshop #timeeraser #undereyecircles,original sound - holistic mamas shop,"Mar 5, 2024",1m 8s,No record of Advertising placement was found,05/23/2024,5.89k,5.89k Per Day,108,108 Per Day,$1.60k,$1.60k Per Day,117,117 Per Day,0%,0%,$0.00,0,106.94k,15.28k Per Day,1.27k,181.14 Per Day,$18.77k,$2.68k Per Day,491,70.14 Per Day,0%,0%,$0.00,0,542.48k,18.08k Per Day,5.46k,182 Per Day,$88.34k,$2.94k Per Day,1.87k,62.23 Per Day,0%,0%,$0.00,0,2.28m,25.38k Per Day,15.59k,173.24 Per Day,$209.46k,$2.33k Per Day,6.07k,67.43 Per Day,0%,0%,$0.00,0,3.05m,16.94k Per Day,20.18k,112.11 Per Day,$276.41k,$1.54k Per Day,10.44k,58.01 Per Day,0%,0%,$0.00,0
Showing you guys my favorite fashion sticky bra!,#adhesivebra #cakes #fyp #girls #grippynotsticky #nonstick #seamless #stickybra #stickybrahacks #tiktokshopfind #tiktokshopmothersday #viral #womensfashion #womenshealth,original sound - realteareviews,"May 1, 2024",58s,61 Days (2024-06-26 - 2024-08-29),05/01/2024,2.29m,76.23k Per Day,3.23k,107.53 Per Day,$88.12k,$2.94k Per Day,1.43k,47.67 Per Day,>90%,>90%,$63.67k,1.38,1.7k,242.43 Per Day,4,0.57 Per Day,$116.00,$16.57 Per Day,342,48.86 Per Day,27.58%,25.86%,$14.71,2.04,2.29m,76.23k Per Day,3.23k,107.53 Per Day,$88.12k,$2.94k Per Day,1.43k,47.67 Per Day,>90%,>90%,$63.67k,1.38,7.34m,81.55k Per Day,10k,111.14 Per Day,$285.58k,$3.17k Per Day,4.08k,45.34 Per Day,>90%,>90%,$208.38k,1.33,11.22m,62.31k Per Day,15.26k,84.76 Per Day,$435.12k,$2.42k Per Day,7.09k,39.37 Per Day,64.79%,63.51%,$208.38k,1.33
"I was speechless how well this worked! The PLAUD note is your personal assistant, and a secretary all in one. I will never not be in a meeting without this again. It took better notes than I did.🤣🤔 @PLAUD",#ai #ainote #chapgpt #chatgpt #chatgpthack #collegehack #collegehacks #collegemusthaves #coolgadget #lifehack #meeting #notetaking #plaud #plaudnote #schoolhacks #tiktokshop #tiktokshopspringsale #virtualassistant #virtualsecretary #wfh,original sound - wild_tries,"Apr 16, 2024",2m 5s,105 Days (2024-04-19 - 2024-09-04),04/16/2024,33.66k,33.66k Per Day,8,8 Per Day,$1.27k,$1.27k Per Day,77,77 Per Day,>90%,>90%,$1.10k,1.16,217.16k,31.02k Per Day,73,10.43 Per Day,$11.61k,$1.66k Per Day,560,80 Per Day,>90%,>90%,$6.71k,1.73,1.38m,46.1k Per Day,575,19.17 Per Day,$87.82k,$2.93k Per Day,4.05k,134.87 Per Day,>90%,>90%,$38.74k,2.26,2.74m,30.5k Per Day,1.05k,11.64 Per Day,$160.54k,$1.78k Per Day,9.95k,110.51 Per Day,>90%,>90%,$88.12k,1.74,9.56m,53.13k Per Day,4.02k,22.33 Per Day,$573.77k,$3.19k Per Day,24.32k,135.1 Per Day,>90%,>90%,$271.27k,2.08
Replying to @Invisible this is how it makes almond milk!,#coffee #coldbrew #milk #oatmilk,original sound - ahrengraves,"Aug 3, 2024",1m 8s,10 Days (2024-08-15 - 2024-09-04),08/03/2024,18.72k,18.72k Per Day,12,12 Per Day,$986.28,$986.28 Per Day,0,0 Per Day,>90%,>90%,$789.35,1.25,478.09k,68.3k Per Day,637,91 Per Day,$52.36k,$7.48k Per Day,650,92.86 Per Day,>90%,>90%,$13.48k,3.81,1.33m,44.17k Per Day,1.24k,41.37 Per Day,$87.58k,$2.92k Per Day,1.46k,48.73 Per Day,50.95%,77.14%,$20.73k,3.26,1.33m,14.72k Per Day,1.24k,13.79 Per Day,$87.58k,$973.14 Per Day,1.46k,16.24 Per Day,50.95%,77.14%,$20.73k,3.26,1.33m,7.36k Per Day,1.24k,6.89 Per Day,$87.58k,$486.57 Per Day,1.46k,8.12 Per Day,50.95%,77.14%,$20.73k,3.26
I meed all the color now!! 😫😫,#backtoschooltiktokshop #falljackets #falloutfits #fallshackets #flannel #flannelseason #plaid #shacket #summeroutfit #sweaterweather #teddybearjacket #tiktokbacktoschool,love nwantinti (ah ah ah),"Aug 20, 2024",50s,9 Days (2024-08-27 - 2024-09-04),08/20/2024,99.16k,99.16k Per Day,80,80 Per Day,$2.39k,$2.39k Per Day,296,296 Per Day,>90%,>90%,$2.00k,1.2,1.63m,232.49k Per Day,2.35k,335 Per Day,$70.09k,$10.01k Per Day,2.69k,384.29 Per Day,>90%,>90%,$33.33k,2.1,2.34m,78.02k Per Day,2.91k,96.9 Per Day,$87.54k,$2.92k Per Day,12.91k,430.4 Per Day,87.00%,89.11%,$41.55k,1.88,2.34m,26.01k Per Day,2.91k,32.3 Per Day,$87.54k,$972.70 Per Day,12.91k,143.47 Per Day,87.00%,89.11%,$41.55k,1.88,2.34m,13k Per Day,2.91k,16.15 Per Day,$87.54k,$486.35 Per Day,12.91k,71.73 Per Day,87.00%,89.11%,$41.55k,1.88
go grab one now!,#powerbank #powergrid #solarcharger #solarpower #solarpowerbank #tiktokshop #ttshop,original sound - mark1avens,"May 18, 2024",48s,20 Days (2024-06-16 - 2024-08-01),05/18/2024,14.91k,14.91k Per Day,13,13 Per Day,$1.30k,$1.30k Per Day,51,51 Per Day,0%,0%,$0.00,0,104.48k,14.93k Per Day,77,11 Per Day,$7.70k,$1.10k Per Day,195,27.86 Per Day,0%,0%,$0.00,0,1.32m,44.06k Per Day,1.11k,37.07 Per Day,$87.28k,$2.91k Per Day,3.09k,103 Per Day,0%,0%,$0.00,0,13.02m,144.65k Per Day,5.39k,59.93 Per Day,$213.13k,$2.37k Per Day,17.41k,193.49 Per Day,64.22%,39.17%,$201.48k,0.41,13.03m,72.38k Per Day,5.4k,30.01 Per Day,$213.32k,$1.19k Per Day,18.15k,100.84 Per Day,64.17%,39.13%,$201.48k,0.41
@CAKES Body,#bra #bralette #cakes #cakesbody #fallfashion #pasties #perkypeacock #sharktank #straplessbra #tiktokshopbacktoschool #womenownedbusiness,original sound - cassycass00,"Aug 7, 2024",15s,14 Days (2024-08-22 - 2024-09-04),08/08/2024,54.89k,54.89k Per Day,98,98 Per Day,$2.55k,$2.55k Per Day,54,54 Per Day,>90%,>90%,$1.25k,2.03,616.49k,88.07k Per Day,1.04k,148.29 Per Day,$28.94k,$4.13k Per Day,894,127.71 Per Day,>90%,>90%,$17.97k,1.61,1.96m,65.34k Per Day,3.12k,104.1 Per Day,$87.13k,$2.90k Per Day,2.11k,70.27 Per Day,51.71%,50.65%,$30.84k,1.43,1.96m,21.78k Per Day,3.12k,34.7 Per Day,$87.13k,$968.07 Per Day,2.11k,23.42 Per Day,51.71%,50.65%,$30.84k,1.43,1.96m,10.89k Per Day,3.12k,17.35 Per Day,$87.13k,$484.04 Per Day,2.11k,11.71 Per Day,51.71%,50.65%,$30.84k,1.43
This is a beast. So quiet for the size and purifies over 1000 sq ft! UVA mode included as well as an automatic!,#air #airpurifier #cathair #cats #cleanair #filter #hacks #hepa #home #kitchen #livingroom #pollutant #products #productsyouneed #purifier #smoke #tolife #videoreviews,original sound - Amanda,"Feb 24, 2024",2m 42s,90 Days (2024-02-29 - 2024-09-03),05/23/2024,10.02k,10.02k Per Day,40,40 Per Day,$3.53k,$3.53k Per Day,1,1 Per Day,0%,0%,$0.00,0,84.41k,12.06k Per Day,240,34.29 Per Day,$21.17k,$3.02k Per Day,5,0.71 Per Day,65.35%,63.33%,$976.38,13.73,468.85k,15.63k Per Day,1.2k,40 Per Day,$86.97k,$2.90k Per Day,40,1.33 Per Day,84.47%,76.88%,$8.31k,8.05,1.24m,13.77k Per Day,2.26k,25.13 Per Day,$146.91k,$1.63k Per Day,133,1.48 Per Day,75.82%,71.60%,$25.35k,4.15,2.63m,14.62k Per Day,4.25k,23.59 Per Day,$279.01k,$1.55k Per Day,527,2.93 Per Day,84.45%,78.87%,$71.00k,3.1
Rotary Cheese Grater Review @susteas_susteas,#cheesegrater #fyp #kitchengadgets #kitchentools #review #rotarygrater #vegtableslicer,Famous Food Finds,"Jul 28, 2024",1m 35s,8 Days (2024-08-08 - 2024-08-18),08/07/2024,14.69k,14.69k Per Day,7,7 Per Day,$230.93,$230.93 Per Day,106,106 Per Day,0%,0%,$0.00,0,126.06k,18.01k Per Day,66,9.43 Per Day,$2.29k,$326.62 Per Day,949,135.57 Per Day,0%,0%,$0.00,0,2.59m,86.4k Per Day,2.84k,94.6 Per Day,$86.43k,$2.88k Per Day,4.31k,143.57 Per Day,72.04%,86.00%,$58.52k,1.27,2.59m,28.8k Per Day,2.84k,31.53 Per Day,$86.43k,$960.33 Per Day,4.31k,47.86 Per Day,72.04%,86.00%,$58.52k,1.27,2.59m,14.4k Per Day,2.84k,15.77 Per Day,$86.43k,$480.16 Per Day,4.31k,23.93 Per Day,72.04%,86.00%,$58.52k,1.27
going to stock up in every color of these @Halara_official pants now 🏃🏼‍♀️,#dealsforyou #halara #halarapants #officeoutfit #officepants #tiktokshopfinds #tts #womensfashion #womenspants #workpants,Cartoon Eye Blinking Sound,"Aug 1, 2024",4s,2 Days (2024-08-08 - 2024-08-13),08/01/2024,2.37k,2.37k Per Day,5,5 Per Day,$124.75,$124.75 Per Day,42,42 Per Day,0%,0%,$0.00,0,102.37k,14.62k Per Day,295,42.14 Per Day,$8.74k,$1.25k Per Day,65,9.29 Per Day,0%,0%,$0.00,0,2.15m,71.57k Per Day,3.18k,105.87 Per Day,$86.09k,$2.87k Per Day,457,15.23 Per Day,44.06%,26.97%,$18.70k,1.24,2.15m,23.88k Per Day,3.18k,35.32 Per Day,$86.17k,$957.49 Per Day,462,5.13 Per Day,44.02%,26.94%,$18.70k,1.24,2.15m,11.94k Per Day,3.18k,17.66 Per Day,$86.17k,$478.74 Per Day,462,2.57 Per Day,44.02%,26.94%,$18.70k,1.24
I love this perfume litterally i wear it to much,#foryoupage #fyp #viral,original sound - Zaza🩷♉️,"Jul 7, 2024",1m 49s,No record of Advertising placement was found,07/07/2024,15.48k,15.48k Per Day,25,25 Per Day,$712.25,$712.25 Per Day,435,435 Per Day,0%,0%,$0.00,0,967.49k,138.21k Per Day,492,70.29 Per Day,$14.02k,$2.00k Per Day,5.55k,792.86 Per Day,0%,0%,$0.00,0,6.24m,208.14k Per Day,3.01k,100.3 Per Day,$85.73k,$2.86k Per Day,33.37k,1.11k Per Day,0%,0%,$0.00,0,11.81m,131.18k Per Day,5.5k,61.14 Per Day,$156.78k,$1.74k Per Day,57.48k,638.71 Per Day,0%,0%,$0.00,0,11.81m,65.59k Per Day,5.5k,30.57 Per Day,$156.78k,$871.00 Per Day,57.48k,319.36 Per Day,0%,0%,$0.00,0
Replying to @J. Maceo Spencer 🔥⏰Highly recommend this wireless earbuds 👍💯this earbuds works great 😎#fallfashion,#bestesrphones #coolheadphones #earbuds #earbudstiktokshop #earbudsviral #earbudswireless #fallfashion #headphone #headphonechallenge #headphones #headphonesrecommended #laborday #tiktokshopmademebuyit #treasurefinds #wirelessearbuds,original sound - james.lann,"Aug 28, 2024",54s,No record of Advertising placement was found,08/28/2024,726.11k,726.11k Per Day,761,761 Per Day,$12.17k,$12.17k Per Day,407,407 Per Day,0%,0%,$0.00,0,4.58m,653.64k Per Day,5.43k,776 Per Day,$85.56k,$12.22k Per Day,3.09k,441.86 Per Day,0%,0%,$0.00,0,4.58m,152.6k Per Day,5.44k,181.2 Per Day,$85.63k,$2.85k Per Day,3.33k,110.9 Per Day,0%,0%,$0.00,0,4.58m,50.87k Per Day,5.44k,60.4 Per Day,$85.63k,$951.42 Per Day,3.33k,36.97 Per Day,0%,0%,$0.00,0,4.58m,25.43k Per Day,5.44k,30.2 Per Day,$85.63k,$475.71 Per Day,3.33k,18.48 Per Day,0%,0%,$0.00,0
It feels nice to be able to shop and see materials like this that I would normally avoid but now I can actuallly wear,#beautytok #fyp #plussizeboutique #plussizefashion #plussizefinds #plussizeootd #shapellx #shapewear #shapeweargirl #shapewearreview #snatchedwaist #summerdress #sundress #tiktokmademebuylt #weddingattire #weddingseason,original sound - Alle,"Jul 18, 2024",1m 3s,16 Days (2024-07-19 - 2024-08-15),07/19/2024,1.64m,54.55k Per Day,2.37k,78.97 Per Day,$85.21k,$2.84k Per Day,18.12k,604.13 Per Day,16.66%,15.60%,$6.26k,2.12,256.08k,36.58k Per Day,322,46 Per Day,$10.62k,$1.52k Per Day,4.42k,631.43 Per Day,0%,0%,$0.00,0,1.64m,54.55k Per Day,2.37k,78.97 Per Day,$85.21k,$2.84k Per Day,18.12k,604.13 Per Day,16.66%,15.60%,$6.26k,2.12,8.94m,99.31k Per Day,9.93k,110.31 Per Day,$327.71k,$3.64k Per Day,34.45k,382.74 Per Day,82.19%,74.87%,$232.96k,1.05,8.94m,49.65k Per Day,9.93k,55.16 Per Day,$327.71k,$1.82k Per Day,34.45k,191.37 Per Day,82.19%,74.87%,$232.96k,1.05
"Barredora para el pasto, me encantó. Hizo el trabajo en menos de 10 minutos 😁",#barredoradepasto #cesped #grass #grasstok #lawn #lawncare #lawnmower #lawnmowing #lawnsoftiktok #lawntiktok #lawntok #mow #mower #mowing #mowingthelawn #mowtok #paratii #pasto #vevor #zeroturn,original sound - melkapetani,"Aug 15, 2024",48s,No record of Advertising placement was found,08/16/2024,1.9k,1.9k Per Day,3,3 Per Day,$464.97,$464.97 Per Day,5,5 Per Day,0%,0%,$0.00,0,92.59k,13.23k Per Day,77,11 Per Day,$12.27k,$1.75k Per Day,163,23.29 Per Day,0%,0%,$0.00,0,1.36m,45.44k Per Day,555,18.5 Per Day,$84.65k,$2.82k Per Day,972,32.4 Per Day,0%,0%,$0.00,0,1.36m,15.15k Per Day,555,6.17 Per Day,$84.65k,$940.52 Per Day,972,10.8 Per Day,0%,0%,$0.00,0,1.36m,7.57k Per Day,555,3.08 Per Day,$84.65k,$470.26 Per Day,972,5.4 Per Day,0%,0%,$0.00,0
I get to do all my favorite pilates / core workouts at Home with this multifunctional exercise reformer! I love it as a great addition to my exercise equipment!,#abworkout #athomepilates #athomeworkout #coreexercises #pilatesreformer #pilatesworkout,The Hills x Say It Right by GOBAITH,"Jul 21, 2024",1m 18s,4 Days (2024-07-22 - 2024-07-26),07/21/2024,34.65k,34.65k Per Day,23,23 Per Day,$1.26k,$1.26k Per Day,35,35 Per Day,0%,0%,$0.00,0,270.87k,38.7k Per Day,162,23.14 Per Day,$9.23k,$1.32k Per Day,346,49.43 Per Day,0%,0%,$0.00,0,2.28m,75.84k Per Day,1.45k,48.4 Per Day,$84.36k,$2.81k Per Day,5.09k,169.8 Per Day,0%,0%,$0.00,0,6.89m,76.54k Per Day,3.29k,36.52 Per Day,$195.45k,$2.17k Per Day,6.18k,68.66 Per Day,42.63%,30.97%,$79.94k,0.76,6.89m,38.27k Per Day,3.29k,18.26 Per Day,$195.45k,$1.09k Per Day,6.18k,34.33 Per Day,42.63%,30.97%,$79.94k,0.76
Replying to @The Retrograde Shop BEFORE PICS AT THE END!,N/A,"Aug 4, 2024",N/A,N/A,N/A,08/04/2024,180.23k,180.23k Per Day,87,87 Per Day,$6.52k,$6.52k Per Day,52,52 Per Day,>90%,>90%,$2.21k,2.96,1.04m,148.25k Per Day,583,83.29 Per Day,$43.70k,$6.24k Per Day,162,23.14 Per Day,>90%,>90%,$14.76k,2.71,2.45m,81.71k Per Day,1.12k,37.37 Per Day,$83.72k,$2.79k Per Day,1.56k,51.83 Per Day,83.17%,84.07%,$29.42k,2.39,2.47m,27.4k Per Day,1.13k,12.51 Per Day,$84.03k,$933.70 Per Day,1.56k,17.28 Per Day,82.68%,83.75%,$29.42k,2.39,2.47m,13.7k Per Day,1.13k,6.26 Per Day,$84.03k,$466.85 Per Day,1.56k,8.64 Per Day,82.68%,83.75%,$29.42k,2.39
Curious to know how much retail stores mark these up bc the price difference is crazy,#rawhidefree #stimulation #yakchews,original sound - kylikamiller,"Jul 27, 2024",2m 43s,No record of Advertising placement was found,07/27/2024,6.27k,6.27k Per Day,4,4 Per Day,$279.80,$279.80 Per Day,81,81 Per Day,0%,0%,$0.00,0,96.6k,13.8k Per Day,55,7.86 Per Day,$3.85k,$549.61 Per Day,836,119.43 Per Day,0%,0%,$0.00,0,1.08m,35.87k Per Day,1.2k,39.83 Per Day,$83.59k,$2.79k Per Day,9.98k,332.7 Per Day,0%,0%,$0.00,0,1.09m,12.14k Per Day,1.2k,13.36 Per Day,$84.08k,$934.22 Per Day,20.59k,228.76 Per Day,0%,0%,$0.00,0,1.09m,6.07k Per Day,1.2k,6.68 Per Day,$84.08k,$467.11 Per Day,20.59k,114.38 Per Day,0%,0%,$0.00,0
I use these all year round,#dealhunters #musthave #tiktokshopbacktoschool,original sound - kristinadunn,"Aug 6, 2024",51s,No record of Advertising placement was found,08/06/2024,3.1k,3.1k Per Day,6,6 Per Day,$156.00,$156.00 Per Day,597,597 Per Day,0%,0%,$0.00,0,16.72k,2.39k Per Day,25,3.57 Per Day,$682.00,$97.43 Per Day,4.57k,652.14 Per Day,0%,0%,$0.00,0,2.04m,67.88k Per Day,3.05k,101.53 Per Day,$82.69k,$2.76k Per Day,6.3k,209.9 Per Day,0%,0%,$0.00,0,2.04m,22.63k Per Day,3.05k,33.84 Per Day,$82.69k,$918.82 Per Day,6.3k,69.97 Per Day,0%,0%,$0.00,0,2.04m,11.31k Per Day,3.05k,16.92 Per Day,$82.69k,$459.41 Per Day,6.3k,34.98 Per Day,0%,0%,$0.00,0
,#cavities #cavity #dentist #nobs #nobstoothpaste #teeth #toothpaste,original sound - artificialaicreations,"May 31, 2024",59s,40 Days (2024-07-26 - 2024-09-04),07/02/2024,7.74k,7.74k Per Day,14,14 Per Day,$385.00,$385.00 Per Day,0,0 Per Day,>90%,>90%,$121.20,3.18,54.68k,7.81k Per Day,158,22.57 Per Day,$4.31k,$615.21 Per Day,17,2.43 Per Day,>90%,>90%,$1.70k,2.53,1.38m,45.98k Per Day,3.17k,105.5 Per Day,$82.64k,$2.75k Per Day,555,18.5 Per Day,>90%,>90%,$57.27k,1.44,1.87m,20.77k Per Day,4.07k,45.19 Per Day,$101.03k,$1.12k Per Day,1.47k,16.28 Per Day,80.32%,88.30%,$62.13k,1.44,1.87m,10.39k Per Day,4.07k,22.59 Per Day,$101.03k,$561.30 Per Day,1.47k,8.14 Per Day,80.32%,88.30%,$62.13k,1.44
Gel cooling pillows offer so much support while you’re sleeping!,#bedding #pillows #sleeping #tiktokmademebuyit #tiktokmademedoit #tiktokshopping,original sound - heyitskitkat,"May 29, 2024",37s,59 Days (2024-07-03 - 2024-09-04),07/02/2024,13k,13k Per Day,19,19 Per Day,$1.33k,$1.33k Per Day,23,23 Per Day,>90%,>90%,$274.90,4.84,131.82k,18.83k Per Day,172,24.57 Per Day,$11.00k,$1.57k Per Day,49,7 Per Day,>90%,>90%,$4.13k,2.66,910.55k,30.35k Per Day,1.4k,46.5 Per Day,$82.33k,$2.74k Per Day,454,15.13 Per Day,>90%,>90%,$21.08k,3.9,1.95m,21.65k Per Day,2.58k,28.61 Per Day,$151.64k,$1.68k Per Day,1.41k,15.63 Per Day,>90%,>90%,$45.04k,3.34,1.95m,10.82k Per Day,2.58k,14.31 Per Day,$151.64k,$842.46 Per Day,1.41k,7.82 Per Day,>90%,>90%,$45.04k,3.34
Replying to @Brittany Anne ✨ lazy girl here🤭,N/A,"Aug 9, 2024",N/A,N/A,N/A,08/09/2024,5.41k,5.41k Per Day,9,9 Per Day,$179.82,$179.82 Per Day,57,57 Per Day,0%,0%,$0.00,0,62.37k,8.91k Per Day,69,9.86 Per Day,$1.38k,$196.95 Per Day,271,38.71 Per Day,0%,0%,$0.00,0,3.04m,101.41k Per Day,4.1k,136.8 Per Day,$82.33k,$2.74k Per Day,2.53k,84.23 Per Day,89.71%,84.79%,$68.40k,1.02,3.04m,33.8k Per Day,4.1k,45.6 Per Day,$82.33k,$914.76 Per Day,2.53k,28.08 Per Day,89.71%,84.79%,$68.40k,1.02,3.04m,16.9k Per Day,4.1k,22.8 Per Day,$82.33k,$457.38 Per Day,2.53k,14.04 Per Day,89.71%,84.79%,$68.40k,1.02
